北京综合,#genre#
广东卫视,http://39.135.133.177:80/wh7f454c46tw1795581319_1194261384/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8?
广东卫视,http://111.48.34.237/PLTV/88888888/224/3221230503/1.m3u8
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8
广东卫视,http://112.123.243.37:50085/tsfile/live/0135_1.m3u8
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8
广东卫视,http://117.144.58.42:35455/itv/1000000001000014176.m3u8?cdn=ystenlive&Contentid=1000000001000014176
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://123.130.84.106:8154/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.2:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.83:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.175:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.247:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.14:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.221:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.173.108.238:352/tsfile/live/0125_1.m3u8
广东卫视,http://60.172.130.146:352/tsfile/live/0125_1.m3u8
广东卫视,http://113.57.93.165:9900/tsfile/live/0125_1.m3u8
广东卫视,http://180.213.174.225:9901/tsfile/live/1002_1.m3u8
广东卫视,http://111.160.17.2:59901/tsfile/live/0001_48.m3u8
广东卫视,http://110.53.52.63:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
广东卫视,http://101.66.198.211:9901/tsfile/live/0125_1.m3u8
广东卫视,http://182.91.124.224:9901/tsfile/live/1063_1.m3u8
广东卫视,http://111.14.181.15:9901/tsfile/live/0125_1.m3u8
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8
广东卫视,http://58.19.43.46:9901/tsfile/live/1039_1.m3u8
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8
广东卫视,http://58.17.116.69:9903/tsfile/live/0125_2.m3u8
广东卫视,http://60.209.125.254:352/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.77:9901/tsfile/live/0125_1.m3u8
广东卫视,http://110.80.17.38:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.191:9901/tsfile/live/0125_1.m3u8
广东卫视,http://218.13.14.6:60050/tsfile/live/1017_1.m3u8
广东卫视,http://123.132.233.194:352/tsfile/live/0125_1.m3u8
广东卫视,http://58.221.214.82:9901/tsfile/live/0125_1.m3u8
广东卫视,http://36.40.237.20:9999/tsfile/live/0131_2.m3u8
广东卫视,http://14.212.185.27:9901/tsfile/live/0018_1.m3u8
广东卫视,http://119.62.36.174:9901/tsfile/live/0139_1.m3u8
广东卫视,http://123.163.55.234:9901/tsfile/live/0125_1.m3u8
广东卫视,http://14.212.185.239:9901/tsfile/live/0019_1.m3u8
广东卫视,http://115.48.161.141:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.219:9901/tsfile/live/0125_1.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
魅力广东,http://39.135.138.58:18890/ysten-businessmobile/live/HD-4000k-1080P-NEWTVguangdongstv/1.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
广东卫视高测,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5djg7.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86
凤凰中文高测,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_5djg7.php?id=%E5%87%A4%E5%87%B0%E4%B8%AD%E6%96%87%E5%8F%B0
广东卫视高码,http://47.92.127.4:35455/bptv/10000100000000050000000003873459.m3u8
广东珠江斯特,http://150.138.77.132:10037/xxw/Smartv.php?id=zhujiang
纬来体育斯特,http://150.138.77.132:10037/xxw/Smartv.php?id=videolandsport
广东湾区标清,http://119.32.12.17:2901/udp/224.1.100.7:11111
广东戏曲标清,http://119.32.12.17:2901/udp/224.1.100.120:11111
广州法治标清,http://119.32.12.17:2901/udp/224.1.100.18:11111
广东影视频高,http://61.145.188.90:5000/udp/239.77.0.217:5146
广东4k抖直播,http://1.196.235.122:35455/douyin/450779218335
广东普宁频道,http://121.11.160.7:9901/tsfile/live/1023_1.m3u8
广东卫视电信,http://61.145.188.90:5000/udp/239.77.1.19:5146
广东经济电信,http://61.145.188.90:5000/udp/239.77.0.85:5146
广东湾区电信,http://61.145.188.90:5000/udp/239.77.0.215:5146
广东少儿电信,http://61.145.188.90:5000/udp/239.77.0.250:5146
广州法治电信,http://61.145.188.90:5000/udp/239.253.43.74:5146
深圳都市电信,http://61.145.188.90:5000/udp/239.77.1.176:5146
深圳娱乐电信,http://61.145.188.90:5000/udp/239.77.1.243:5146
深圳公共电信,http://61.145.188.90:5000/udp/239.77.1.178:5146
湛江公共电信,http://61.145.188.90:5000/udp/239.77.0.140:5146
揭阳生活电信,http://61.145.188.90:5000/udp/239.77.0.251:5146
江门侨乡电信,http://61.145.188.90:5000/udp/239.77.0.202:5146
江门教育电信,http://61.145.188.90:5000/udp/239.77.0.203:5146
佛山南海电信,http://61.145.188.90:5000/udp/239.253.43.54:5146
佛山顺德电信,http://61.145.188.90:5000/udp/239.253.43.55:5146
中山教育电信,http://61.145.188.90:5000/udp/239.253.43.64:5146
广东卫视,http://106.52.196.79:80/TV/mui.php?id=gdws
NewTV超级体育[1920*1080],http://39.134.67.148/PLTV/88888888/224/3221225635/1.m3u8
广东卫视[768*576],http://39.134.67.148/PLTV/88888888/224/3221225962/1.m3u8
优漫卡通[768*576],http://39.134.67.148/PLTV/88888888/224/3221225556/1.m3u8
优漫卡通[768*576],http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225656/.m3u8
广东卫视,http://39.135.133.177/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://148.135.93.213:81/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86
广东卫视,http://110.53.218.182:9902/tsfile/live/0125_1.m3u8
广东卫视,http://101.74.31.158:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.75:9901/tsfile/live/0125_1.m3u8
广东卫视,http://113.64.94.175:9901/tsfile/live/1000_1.m3u8
广东佳嘉卡通,http://113.64.94.175:9901/tsfile/live/1070_1.m3u8
广东卫视,http://118.122.189.74:9901/tsfile/live/0125_1.m3u8
广东卫视,http://111.227.196.164:9901/tsfile/live/0125_1.m3u8
广东卫视,http://106.39.160.155/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t+1RvYajgx+a3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom+XaXZYzB%2FQfYjeYzGgKhP%2Fdo+Xpr4quVxlkA+ubKvbU1XwJFRgrbX+nTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j+Xtwhj%2FIuXf1hJAU0X+heT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
广东卫视,http://111.196.129.187:20000/rtp/239.3.1.142:8048
广东卫视,http://114.252.199.226:10000/rtp/239.3.1.142:8048
广东卫视,http://123.113.15.147:4022/rtp/239.3.1.142:8048
广东卫视,http://111.199.0.122:8686/rtp/239.3.1.142:8048
广东卫视,http://121.226.125.152:7777/rtp/239.49.8.13:9422
广东卫视,http://114.230.56.107:4022/rtp/239.49.8.13:9422
广东卫视,http://218.15.183.23:9901/tsfile/live/23008_1.m3u8
广东卫视,http://110.81.206.138:49231/tsfile/live/23040_1.m3u8
广东卫视,http://183.237.95.108:9901/tsfile/live/1029_1.m3u8
广东卫视,http://120.198.101.106:9901/tsfile/live/1009_1.m3u8
广东卫视,http://59.39.89.130:60901/tsfile/live/0125_1.m3u8#rtsp://116.176.26.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil
广东卫视,http://221.226.215.162:352/tsfile/live/0125_1.m3u8#rtsp://221.7.61.147/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil
广东卫视,http://120.198.95.220:9901/tsfile/live/1006_1.m3u8
广东卫视,http://1.197.127.114:10443/tsfile/live/0125_1.m3u8
广东卫视,http://58.210.168.86:10800/newlive/live/hls/25/live.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?#rtsp://116.176.26.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil#rtsp://60.13.39.18/PLTV/88888910/224/3221225551/10000100000000060000000000107331_0.smil
广东卫视,http://119.36.148.115:59901/tsfile/live/0125_1.m3u8
广东卫视,http://1.195.30.9:19901/tsfile/live/0125_1.m3u8
广东卫视,http://115.149.139.141:10001/tsfile/live/1029_1.m3u8?blog.ntnas.top=
广东卫视,http://60.223.224.176:8888/newlive/live/hls/48/live.m3u8?
广东卫视,http://112.99.193.34:9901/tsfile/live/1043_1.m3u8?#rtsp://60.13.23.179/PLTV/88888910/224/3221225551/10000100000000060000000000107331_0.smil
广东卫视,http://47.94.35.70:31420/tsfile/live/1024_1.m3u8?url=tvzb.com
广东卫视,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?amp%3Bplaylive=1&amp%3Bauthid=0
嘉佳卡通 (广东) (540p) [Not 24/7],http://112.25.48.68/live/program/live/jjkt/1300000/mnf.m3u8
百事通体育1 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba1/4000000/mnf.m3u8
百事通体育2 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba2/4000000/mnf.m3u8
百事通体育3 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba3/4000000/mnf.m3u8
百事通体育5 (1080p),http://112.25.48.68/live/program/live/hdnba5/4000000/mnf.m3u8
百事通体育7 (1080p) [Not 24/7],http://112.25.48.68/live/program/live/hdnba7/4000000/mnf.m3u8
广东卫视,http://36.136.38.87:9901/tsfile/live/0125_1.m3u8
广东卫视,http://59.188.94.126:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://148.135.93.213/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86
广东卫视,http://117.114.153.28:8188/TV00000000000000000027@HHZT
广东卫视,http://39.134.61.219/TVOD/88888888/224/3221226476/index.m3u8
广东卫视,http://111.229.128.166:7110/2025/live/migu.php?id=gdws
欧洲足球风云,http://111.229.128.166:7110/2025/live/migu.php?id=ozzqfy
广东卫视,http://58.39.190.143:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://47.112.171.238:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://58.222.190.235:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://113.86.151.165:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://47.108.202.208:35455/bptv/10000100000000050000000003873459.m3u8
广东卫视,http://101.66.199.91:9901/tsfile/live/0125_1.m3u8
广东卫视,http://39.164.174.139:5000/nl.m3u8?id=GDWSHD
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?amp%3Bamp%3Bplaylive=1&amp%3Bamp%3Bauthid=0
广东卫视,http://112.46.105.20:8009/hls/36/index.m3u8
广东卫视,http://111.61.236.247:9081/hls/43/index.m3u8
广东卫视,http://120.238.94.82:9901/tsfile/live/1009_1.m3u8
广东卫视,http://1.24.190.122:1080/hls/79/index.m3u8
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?amp%3Bplaylive=1&amp%3Bauthid=0
广东卫视,http://58.17.48.228:808/hls/45/index.m3u8
广东卫视,http://113.195.8.140:9901/tsfile/live/0125_2.m3u8
广东卫视,http://111.43.126.240:9003/hls/42/index.m3u8
广东卫视,http://58.19.133.144:11001/tsfile/live/0125_1.m3u8
广东卫视,http://139.129.231.228:3529/rtp/239.21.1.92:5002
广东卫视,http://139.129.231.228:50060/rtp/239.21.1.92:5002
广东卫视,http://120.55.49.231:3095/rtp/233.50.200.187:5140
广东4k超清,http://14.121.146.11:554/udp/239.77.1.237:5146?
NewTV-超级体育,http://146.235.220.188:3389/1000000001000009601/ystenlive/index.m3u8
NewTV-超级体育,http://104.36.87.93:5000/1000000001000009601/ystenlive/index.m3u8
NewTV-超级体育,http://146.235.200.140:50001/TVOD/1000000001000009601/ystenlive/index.m3u8
iHOT-爱体育,http://146.235.220.188:3389/6000000006000290630/wasusyt/index.m3u8
iHOT-爱体育,http://8.218.67.196:5000/6000000006000290630/wasusyt/index.m3u8
iHOT-爱体育,http://104.36.87.93:5000/6000000006000290630/wasusyt/index.m3u8
iHOT-爱体育,http://146.235.200.140:50001/TVOD/6000000006000290630/wasusyt/index.m3u8
广东卫视,http://221.223.21.159:58888/rtp/239.3.1.142:8048
广东卫视,http://221.223.22.6:58888/rtp/239.3.1.142:8048
iHOT爱体育,http://171.213.138.42:4443/udp/239.93.42.19:5140
广东卫视,http://171.213.138.42:4443/udp/239.93.0.181:5140
iHOT爱体育,http://171.213.164.251:4000/udp/239.93.42.19:5140
广东卫视,http://171.213.164.251:4000/udp/239.93.0.181:5140
iHOT爱体育,http://171.213.217.156:8686/udp/239.93.42.19:5140
广东卫视,http://171.213.217.156:8686/udp/239.93.0.181:5140
广东卫视,http://58.222.30.156/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060903.m3u8
广东卫视,http://159.75.85.63:36666/migu/608831231.m3u8?migutoken=671fa5e70a864be113062ab0c3573c15568b01193d0797d67e068fa4ad0ad75a9eb2b8e6628e4b0f570f7c59dae9088b53b85bf82864b247fef336c73ab6c8d19af726c3012b0b4c597f50bc5f
优漫卡通频道,http://159.75.85.63:36666/migu/626064703.m3u8?migutoken=b9a1519e6945b1197f315ab5435e95daac43e163e375679ac73fdded2338afd28094f4ecad8ba35a7f79052015d3740f71c58d88b8ba733e18a8e0452b4396bdf16d2160da5086d90211fb4116
广东卫视,http://115.153.212.72/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.222.112/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.230.145/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.233.154/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.240.228/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.245.70/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://115.153.247.80/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://171.88.145.30:4022/rtp/239.93.0.181:5140
广东卫视,http://101.66.198.240:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.21:9901/tsfile/live/0125_1.m3u8
广东卫视,http://113.109.250.108:9999/udp/239.77.1.19:5146
广东卫视,http://113.109.250.108:9999/udp/239.77.0.166:5146
广东卫视,http://113.109.250.108:9999/udp/239.77.0.2:5146
广东卫视,http://113.109.250.108:9999/udp/239.77.1.152:5146
广东卫视,http://113.109.250.108:9999/udp/239.77.0.84:5146
广东卫视,http://113.111.23.223:8889/udp/239.77.0.84:5146
广东卫视,http://113.109.250.108:9999/udp/239.77.1.2:5146
广东卫视,http://1.198.30.184:9901/tsfile/live/0125_1.m3u8
广东卫视,http://175.16.153.39:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.212.84.190:54123/udp/239.93.0.181:5140
广东卫视,http://60.174.40.117:85/tsfile/live/1037_1.m3u8
广东卫视,http://221.226.4.10:85/tsfile/live/1022_1.m3u8
广东卫视,http://8.138.7.223/tv/hbyx.php?id=23
广东卫视,http://175.22.226.131:888/hls/43/index.m3u8
广东卫视,http://223.159.9.168:8099/tsfile/live/0125_1.m3u8
广东卫视,http://123.101.157.71:808/hls/65/index.m3u8
广东卫视,http://112.99.193.34:9901/tsfile/live/1043_1.m3u8?
广东卫视,http://183.186.69.137:8899/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.187:9901/tsfile/live/0125_1.m3u8
广东卫视,http://113.26.202.52:1299/tsfile/live/0125_1.m3u8
广东卫视,http://171.213.172.47:9999/udp/239.93.0.181:5140
NewTV超级体育,http://111.22.153.159:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
iHOT 爱体育,http://111.22.153.159:35455/itv/2000000004000000060.m3u8?cdn=hnbblive
广东卫视,http://111.29.9.38:6610/200000001898/460000089800010055/1.m3u8?IASHttpSessionId=007
广东卫视,http://36.40.236.2:9999/tsfile/live/0125_2.m3u8
广东卫视,http://101.66.199.120:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.199.226:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.110:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.61:9901/tsfile/live/0125_1.m3u8
广东卫视,http://101.66.198.222:9901/tsfile/live/0125_1.m3u8
广东卫视,http://58.243.224.244:9901/tsfile/live/1021_1.m3u8
广东卫视,http://222.241.134.209:8099/tsfile/live/0125_1.m3u8
广东卫视,http://42.48.105.224:9002/tsfile/live/0125_1.m3u8
广东卫视,http://121.19.134.200:808/tsfile/live/1024_1.m3u8
广东卫视,http://139.196.151.191:2051/rtp/239.45.3.230:5140
广东卫视,http://120.55.49.231:3095/rtp/233.50.201.56:5140
广东综艺4K,http://113.65.189.45:54321/udp/239.77.1.237:5146
广州南国都市.4K,http://113.65.189.45:54321/udp/239.253.43.99:5146
百事通4K电影,http://124.79.25.97:4022/udp/239.45.3.107:5140
百事通4K纪实,http://124.79.25.97:4022/udp/239.45.1.10:5140
百事通4K测试,http://124.79.25.97:4022/udp/239.45.1.108:5140
百事通4K儿童,http://124.79.25.97:4022/udp/239.45.1.1:5140
CCTV-4K 广东电信,http://113.65.189.45:54321/rtp/239.77.0.174:5146
CCTV16-4K 广东电信,http://113.65.189.45:54321/udp/239.77.1.98:5146
广东卫视,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=25
广东卫视,http://111.8.242.107:4085/tsfile/live/1062_1.m3u8
广东卫视,http://183.255.10.76:6610/200000001898/460000089800010055/1.m3u8?IASHttpSessionId=ACE
广东卫视,http://183.255.10.92:6610/200000001898/460000089800010221/1.m3u8?IASHttpSessionId=ACE
广东卫视,http://221.196.34.247:4022/udp/225.1.1.116:5002
广东卫视,http://123.101.98.129:2000/rtp/239.16.20.98:10980
广东卫视,http://123.101.98.129:2000/rtp/239.16.10.104:2000
广东卫视,http://106.42.108.91:2000/rtp/239.16.20.98:10980
广东卫视,http://106.42.108.91:2000/rtp/239.16.10.104:2000
广东卫视,http://123.101.98.163:2000/rtp/239.16.20.98:10980
广东卫视,http://123.101.98.163:2000/rtp/239.16.10.104:2000
广东卫视,http://116.21.87.83:8888/udp/239.77.0.2:5146
广东卫视,http://116.21.87.83:8888/udp/239.77.1.2:5146
广东卫视,http://116.21.87.83:8889/udp/239.77.0.2:5146
广东卫视,http://116.21.87.83:8889/udp/239.77.1.2:5146
广东卫视,http://183.30.199.99:8886/udp/239.77.0.2:5146
广东卫视,http://183.30.199.99:8886/udp/239.77.1.2:5146
广东卫视,http://183.155.254.220:9999/rtp/233.50.201.102:5140
广东卫视,http://115.230.188.101:9999/rtp/233.50.201.102:5140
广东卫视,http://115.220.243.30:9999/rtp/233.50.201.102:5140
广东卫视,http://60.164.229.62:4040/udp/239.255.30.134:8231
广东卫视,http://115.48.61.41:9901/tsfile/live/0125_1.m3u8
广东卫视,http://115.48.63.125:9901/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.128.156:8096/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.130.91:8096/tsfile/live/0125_1.m3u8
广东卫视,http://182.117.198.1:9901/tsfile/live/1006_1.m3u8
广东卫视,http://60.210.100.54:352/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.129.116:8096/tsfile/live/0125_1.m3u8
广东卫视,http://182.32.204.113:3217/tsfile/live/1028_1.m3u8
广东卫视,http://115.48.60.104:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.218.159.253:8181/tsfile/live/0125_1.m3u8
广东卫视,http://119.125.134.176:9901/tsfile/live/0017_1.m3u8
广东卫视,http://163.177.122.122:9901/tsfile/live/1007_1.m3u8
广东卫视,http://125.43.253.231:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.218.158.25:8181/tsfile/live/0125_1.m3u8
广东卫视,http://113.15.184.196:8181/tsfile/live/0125_1.m3u8
广东卫视,http://113.15.185.150:8181/tsfile/live/0125_1.m3u8
广东卫视,http://111.8.242.126:9999/tsfile/live/1062_1.m3u8
广东卫视,http://14.212.185.71:9901/tsfile/live/0019_1.m3u8
广东卫视,http://112.234.21.109:9901/tsfile/live/0125_1.m3u8
广东卫视,http://171.14.89.182:9901/tsfile/live/0125_1.m3u8
广东卫视,http://58.53.152.198:9901/tsfile/live/0125_2.m3u8
广东卫视,http://119.163.199.98:9901/tsfile/live/0125_1.m3u8
广东卫视,http://125.32.182.146:9901/tsfile/live/0125_1.m3u8
广东卫视,http://125.43.245.50:9901/tsfile/live/0125_1.m3u8
广东卫视,http://125.107.223.224:9901/tsfile/live/0125_1.m3u8
广东卫视,http://125.43.241.34:9901/tsfile/live/0125_1.m3u8
广东卫视,http://42.48.50.138:9002/tsfile/live/0125_1.m3u8
广东卫视,http://171.117.13.242:9999/tsfile/live/0125_1.m3u8
广东卫视,http://175.16.180.250:9901/tsfile/live/0125_1.m3u8
广东卫视,http://219.145.93.74:9999/tsfile/live/1006_1.m3u8
广东卫视,http://171.110.42.238:8181/tsfile/live/1165_1.m3u8
广东卫视,http://118.77.152.195:9901/tsfile/live/0115_1.m3u8
广东卫视,http://171.110.42.239:8181/tsfile/live/1165_1.m3u8
广东卫视,http://175.10.230.91:8081/tsfile/live/0125_1.m3u8
广东卫视,http://118.77.152.185:9901/tsfile/live/0115_1.m3u8
广东卫视,http://115.48.63.221:9901/tsfile/live/0125_1.m3u8
广东卫视,http://144.52.160.109:9901/tsfile/live/1033_1.m3u8
广东卫视,http://222.217.230.193:8181/tsfile/live/1165_1.m3u8
广东卫视,http://115.48.62.70:9901/tsfile/live/0125_1.m3u8
广东卫视,http://115.48.62.82:9901/tsfile/live/0125_1.m3u8
广东卫视,http://183.66.13.82:60033/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.130.51:8096/tsfile/live/0125_1.m3u8
广东卫视,http://223.166.234.114:7777/tsfile/live/0125_1.m3u8
广东卫视,http://223.166.234.19:7777/tsfile/live/0125_1.m3u8
广东卫视,http://1.197.81.30:9901/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.130.44:8096/tsfile/live/0125_1.m3u8
广东卫视,http://113.195.5.165:9901/tsfile/live/1010_1.m3u8
广东卫视,http://119.62.11.48:9901/tsfile/live/0120_1.m3u8
广东卫视,http://119.62.57.128:9901/tsfile/live/0120_1.m3u8
广东卫视,http://119.62.57.129:9901/tsfile/live/0120_1.m3u8
广东卫视,http://119.62.57.8:9901/tsfile/live/0120_1.m3u8
广东卫视,http://123.161.202.170:9901/tsfile/live/0125_1.m3u8
广东卫视,http://123.161.39.128:9901/tsfile/live/0125_1.m3u8
广东卫视,http://171.117.241.88:9901/tsfile/live/0125_1.m3u8
广东卫视,http://219.159.194.18:8181/tsfile/live/0125_1.m3u8
广东卫视,http://101.74.30.7:9901/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.129.204:8096/tsfile/live/0125_1.m3u8
广东卫视,http://110.7.130.134:8096/tsfile/live/0125_1.m3u8
广东卫视,http://118.248.216.151:8088/tsfile/live/0137_1.m3u8
广东卫视,http://119.62.59.201:9901/tsfile/live/0120_1.m3u8
广东卫视,http://119.62.80.45:9901/tsfile/live/0120_1.m3u8
广东卫视,http://120.197.43.179:9901/tsfile/live/0018_1.m3u8
广东卫视,http://123.7.110.43:9901/tsfile/live/0143_1.m3u8
广东卫视,http://124.114.103.242:9901/tsfile/live/0125_1.m3u8
广东卫视,http://124.227.113.96:9901/tsfile/live/0125_2.m3u8
广东卫视,http://124.228.161.8:9901/tsfile/live/0125_1.m3u8
广东卫视,http://124.231.212.230:9999/tsfile/live/0125_1.m3u8
广东卫视,http://125.107.154.147:9901/tsfile/live/0125_1.m3u8
广东卫视,http://125.107.69.141:9901/tsfile/live/0125_1.m3u8
广东卫视,http://14.204.53.128:9901/tsfile/live/0125_1.m3u8
广东卫视,http://221.213.69.82:9901/tsfile/live/0138_1.m3u8
广东卫视,http://221.233.192.152:1111/tsfile/live/0125_1.m3u8
广东卫视,http://222.217.230.192:8181/tsfile/live/1165_1.m3u8
广东卫视,http://222.217.230.195:8181/tsfile/live/1165_1.m3u8
广东卫视,http://60.187.244.125:9901/tsfile/live/0125_1.m3u8
广东卫视,http://60.187.244.54:9901/tsfile/live/0125_1.m3u8
广东卫视,http://60.208.61.2:352/tsfile/live/0125_1.m3u8
广东卫视,http://61.150.67.62:9901/tsfile/live/0125_1.m3u8
珠江台13（B）,http://171.110.42.239:8181/tsfile/live/1065_1.m3u8
珠江台13（B）,http://222.217.230.195:8181/tsfile/live/1065_1.m3u8
珠江台13（B）,http://171.110.42.238:8181/tsfile/live/1065_1.m3u8
珠江台13（B）,http://222.217.230.193:8181/tsfile/live/1065_1.m3u8
珠江台13（B）,http://222.217.230.192:8181/tsfile/live/1065_1.m3u8
广东体育18（B）,http://222.217.230.195:8181/tsfile/live/1070_1.m3u8
广东体育18（B）,http://222.217.230.193:8181/tsfile/live/1070_1.m3u8
广东体育18（B）,http://171.110.42.239:8181/tsfile/live/1070_1.m3u8
广东体育18（B）,http://222.217.230.192:8181/tsfile/live/1070_1.m3u8
广东佳嘉卡通,http://163.177.122.75:9901/tsfile/live/1027_1.m3u8
广东南方购物,http://163.177.122.75:9901/tsfile/live/1069_1.m3u8
广东科教,http://113.15.184.196:8181/tsfile/live/1003_1.m3u8
广东科教,http://113.15.185.150:8181/tsfile/live/1003_1.m3u8
广东科教,http://219.159.194.18:8181/tsfile/live/1003_1.m3u8
广东科教,http://222.217.230.193:8181/tsfile/live/1027_1.m3u8
广东科教,http://222.217.230.192:8181/tsfile/live/1027_1.m3u8
广东科教,http://171.110.42.239:8181/tsfile/live/1027_1.m3u8
广东科教,http://171.110.42.238:8181/tsfile/live/1027_1.m3u8
广东科教,http://222.217.230.195:8181/tsfile/live/1027_1.m3u8
广东卫视,http://113.89.245.217:4200/udp/239.77.1.19:5146
广东卫视,http://113.89.245.217:4200/udp/239.77.1.152:5146
广东卫视,http://113.89.245.217:4200/udp/239.77.0.84:5146
广东卫视,http://113.83.242.85:8886/udp/239.77.1.19:5146
广东卫视,http://113.83.242.85:8886/udp/239.77.1.152:5146
广东卫视,http://113.83.242.85:8886/udp/239.77.0.84:5146
广东卫视,http://113.93.52.158:5555/udp/239.77.1.19:5146
